"Plot","Microsite","Exclosure","Gradient","SWC.Peak","Species","Abundance"
149,"Open","N",5,10.4,"BromusR",0
149,"Shrub","N",5,11,"BromusR",56
149,"Open","N",5,10.4,"Amsinckia",0
149,"Shrub","N",5,11,"Amsinckia",0
149,"Open","N",5,10.4,"Brassica",0
149,"Shrub","N",5,11,"Brassica",0
149,"Open","N",5,10.4,"BromusH",0
149,"Shrub","N",5,11,"BromusH",0
149,"Open","N",5,10.4,"Erodium",12
149,"Shrub","N",5,11,"Erodium",10
149,"Open","N",5,10.4,"Hordeum",0
149,"Shrub","N",5,11,"Hordeum",0
149,"Open","N",5,10.4,"Marrubium",0
149,"Shrub","N",5,11,"Marrubium",0
149,"Open","N",5,10.4,"Schismus",63
149,"Shrub","N",5,11,"Schismus",7
152,"Open","N",3,11,"BromusR",3
152,"Shrub","N",3,9,"BromusR",18
152,"Open","N",3,11,"Amsinckia",0
152,"Shrub","N",3,9,"Amsinckia",0
152,"Open","N",3,11,"Brassica",0
152,"Shrub","N",3,9,"Brassica",0
152,"Open","N",3,11,"BromusH",0
152,"Shrub","N",3,9,"BromusH",0
152,"Open","N",3,11,"Erodium",10
152,"Shrub","N",3,9,"Erodium",0
152,"Open","N",3,11,"Hordeum",0
152,"Shrub","N",3,9,"Hordeum",0
152,"Open","N",3,11,"Marrubium",0
152,"Shrub","N",3,9,"Marrubium",0
152,"Open","N",3,11,"Schismus",71
152,"Shrub","N",3,9,"Schismus",38
156,"Open","N",3,8.6,"BromusR",10
156,"Shrub","N",3,10.4,"BromusR",70
156,"Open","N",3,8.6,"Amsinckia",0
156,"Shrub","N",3,10.4,"Amsinckia",0
156,"Open","N",3,8.6,"Brassica",0
156,"Shrub","N",3,10.4,"Brassica",0
156,"Open","N",3,8.6,"BromusH",0
156,"Shrub","N",3,10.4,"BromusH",0
156,"Open","N",3,8.6,"Erodium",23
156,"Shrub","N",3,10.4,"Erodium",12
156,"Open","N",3,8.6,"Hordeum",0
156,"Shrub","N",3,10.4,"Hordeum",0
156,"Open","N",3,8.6,"Marrubium",0
156,"Shrub","N",3,10.4,"Marrubium",0
156,"Open","N",3,8.6,"Schismus",63
156,"Shrub","N",3,10.4,"Schismus",0
160,"Open","N",3,9.6,"BromusR",60
160,"Shrub","N",3,6.2,"BromusR",17
160,"Open","N",3,9.6,"Amsinckia",0
160,"Shrub","N",3,6.2,"Amsinckia",0
160,"Open","N",3,9.6,"Brassica",0
160,"Shrub","N",3,6.2,"Brassica",0
160,"Open","N",3,9.6,"BromusH",0
160,"Shrub","N",3,6.2,"BromusH",0
160,"Open","N",3,9.6,"Erodium",12
160,"Shrub","N",3,6.2,"Erodium",0
160,"Open","N",3,9.6,"Hordeum",0
160,"Shrub","N",3,6.2,"Hordeum",0
160,"Open","N",3,9.6,"Marrubium",0
160,"Shrub","N",3,6.2,"Marrubium",0
160,"Open","N",3,9.6,"Schismus",20
160,"Shrub","N",3,6.2,"Schismus",17
164,"Open","Y",3,8.4,"BromusR",142
164,"Shrub","Y",3,4.4,"BromusR",101
164,"Open","Y",3,8.4,"Amsinckia",0
164,"Shrub","Y",3,4.4,"Amsinckia",0
164,"Open","Y",3,8.4,"Brassica",0
164,"Shrub","Y",3,4.4,"Brassica",0
164,"Open","Y",3,8.4,"BromusH",0
164,"Shrub","Y",3,4.4,"BromusH",0
164,"Open","Y",3,8.4,"Erodium",0
164,"Shrub","Y",3,4.4,"Erodium",0
164,"Open","Y",3,8.4,"Hordeum",0
164,"Shrub","Y",3,4.4,"Hordeum",0
164,"Open","Y",3,8.4,"Marrubium",0
164,"Shrub","Y",3,4.4,"Marrubium",0
164,"Open","Y",3,8.4,"Schismus",0
164,"Shrub","Y",3,4.4,"Schismus",0
165,"Open","N",1,9.4,"BromusR",78
165,"Shrub","N",1,5.8,"BromusR",122
165,"Open","N",1,9.4,"Amsinckia",0
165,"Shrub","N",1,5.8,"Amsinckia",0
165,"Open","N",1,9.4,"Brassica",0
165,"Shrub","N",1,5.8,"Brassica",0
165,"Open","N",1,9.4,"BromusH",7
165,"Shrub","N",1,5.8,"BromusH",0
165,"Open","N",1,9.4,"Erodium",13
165,"Shrub","N",1,5.8,"Erodium",0
165,"Open","N",1,9.4,"Hordeum",0
165,"Shrub","N",1,5.8,"Hordeum",0
165,"Open","N",1,9.4,"Marrubium",13
165,"Shrub","N",1,5.8,"Marrubium",0
165,"Open","N",1,9.4,"Schismus",0
165,"Shrub","N",1,5.8,"Schismus",0
168,"Open","N",2,8.2,"BromusR",0
168,"Shrub","N",2,6.6,"BromusR",104
168,"Open","N",2,8.2,"Amsinckia",0
168,"Shrub","N",2,6.6,"Amsinckia",0
168,"Open","N",2,8.2,"Brassica",0
168,"Shrub","N",2,6.6,"Brassica",0
168,"Open","N",2,8.2,"BromusH",0
168,"Shrub","N",2,6.6,"BromusH",0
168,"Open","N",2,8.2,"Erodium",9
168,"Shrub","N",2,6.6,"Erodium",0
168,"Open","N",2,8.2,"Hordeum",0
168,"Shrub","N",2,6.6,"Hordeum",0
168,"Open","N",2,8.2,"Marrubium",11
168,"Shrub","N",2,6.6,"Marrubium",0
168,"Open","N",2,8.2,"Schismus",76
168,"Shrub","N",2,6.6,"Schismus",0
169,"Open","Y",2,9,"BromusR",0
169,"Shrub","Y",2,5.6,"BromusR",34
169,"Open","Y",2,9,"Amsinckia",0
169,"Shrub","Y",2,5.6,"Amsinckia",0
169,"Open","Y",2,9,"Brassica",0
169,"Shrub","Y",2,5.6,"Brassica",0
169,"Open","Y",2,9,"BromusH",0
169,"Shrub","Y",2,5.6,"BromusH",0
169,"Open","Y",2,9,"Erodium",9
169,"Shrub","Y",2,5.6,"Erodium",0
169,"Open","Y",2,9,"Hordeum",0
169,"Shrub","Y",2,5.6,"Hordeum",0
169,"Open","Y",2,9,"Marrubium",9
169,"Shrub","Y",2,5.6,"Marrubium",0
169,"Open","Y",2,9,"Schismus",67
169,"Shrub","Y",2,5.6,"Schismus",28
172,"Open","N",2,7.2,"BromusR",77
172,"Shrub","N",2,6.2,"BromusR",105
172,"Open","N",2,7.2,"Amsinckia",0
172,"Shrub","N",2,6.2,"Amsinckia",0
172,"Open","N",2,7.2,"Brassica",0
172,"Shrub","N",2,6.2,"Brassica",0
172,"Open","N",2,7.2,"BromusH",0
172,"Shrub","N",2,6.2,"BromusH",0
172,"Open","N",2,7.2,"Erodium",11
172,"Shrub","N",2,6.2,"Erodium",0
172,"Open","N",2,7.2,"Hordeum",0
172,"Shrub","N",2,6.2,"Hordeum",0
172,"Open","N",2,7.2,"Marrubium",0
172,"Shrub","N",2,6.2,"Marrubium",0
172,"Open","N",2,7.2,"Schismus",0
172,"Shrub","N",2,6.2,"Schismus",0
183,"Open","N",3,11.5,"BromusR",0
183,"Shrub","N",3,6.2,"BromusR",0
183,"Open","N",3,11.5,"Amsinckia",0
183,"Shrub","N",3,6.2,"Amsinckia",0
183,"Open","N",3,11.5,"Brassica",0
183,"Shrub","N",3,6.2,"Brassica",0
183,"Open","N",3,11.5,"BromusH",0
183,"Shrub","N",3,6.2,"BromusH",0
183,"Open","N",3,11.5,"Erodium",17
183,"Shrub","N",3,6.2,"Erodium",14
183,"Open","N",3,11.5,"Hordeum",0
183,"Shrub","N",3,6.2,"Hordeum",0
183,"Open","N",3,11.5,"Marrubium",0
183,"Shrub","N",3,6.2,"Marrubium",0
183,"Open","N",3,11.5,"Schismus",0
183,"Shrub","N",3,6.2,"Schismus",0
184,"Open","N",0,9.6,"BromusR",0
184,"Shrub","N",0,7.1,"BromusR",0
184,"Open","N",0,9.6,"Amsinckia",0
184,"Shrub","N",0,7.1,"Amsinckia",0
184,"Open","N",0,9.6,"Brassica",0
184,"Shrub","N",0,7.1,"Brassica",0
184,"Open","N",0,9.6,"BromusH",0
184,"Shrub","N",0,7.1,"BromusH",0
184,"Open","N",0,9.6,"Erodium",11
184,"Shrub","N",0,7.1,"Erodium",0
184,"Open","N",0,9.6,"Hordeum",0
184,"Shrub","N",0,7.1,"Hordeum",0
184,"Open","N",0,9.6,"Marrubium",0
184,"Shrub","N",0,7.1,"Marrubium",0
184,"Open","N",0,9.6,"Schismus",0
184,"Shrub","N",0,7.1,"Schismus",0
188,"Open","N",3,9.4,"BromusR",0
188,"Shrub","N",3,7.6,"BromusR",0
188,"Open","N",3,9.4,"Amsinckia",0
188,"Shrub","N",3,7.6,"Amsinckia",0
188,"Open","N",3,9.4,"Brassica",0
188,"Shrub","N",3,7.6,"Brassica",0
188,"Open","N",3,9.4,"BromusH",0
188,"Shrub","N",3,7.6,"BromusH",0
188,"Open","N",3,9.4,"Erodium",0
188,"Shrub","N",3,7.6,"Erodium",0
188,"Open","N",3,9.4,"Hordeum",0
188,"Shrub","N",3,7.6,"Hordeum",0
188,"Open","N",3,9.4,"Marrubium",0
188,"Shrub","N",3,7.6,"Marrubium",1
188,"Open","N",3,9.4,"Schismus",0
188,"Shrub","N",3,7.6,"Schismus",0
190,"Open","N",1,9.4,"BromusR",0
190,"Shrub","N",1,7.6,"BromusR",0
190,"Open","N",1,9.4,"Amsinckia",0
190,"Shrub","N",1,7.6,"Amsinckia",0
190,"Open","N",1,9.4,"Brassica",0
190,"Shrub","N",1,7.6,"Brassica",0
190,"Open","N",1,9.4,"BromusH",0
190,"Shrub","N",1,7.6,"BromusH",0
190,"Open","N",1,9.4,"Erodium",21
190,"Shrub","N",1,7.6,"Erodium",6
190,"Open","N",1,9.4,"Hordeum",0
190,"Shrub","N",1,7.6,"Hordeum",0
190,"Open","N",1,9.4,"Marrubium",0
190,"Shrub","N",1,7.6,"Marrubium",0
190,"Open","N",1,9.4,"Schismus",0
190,"Shrub","N",1,7.6,"Schismus",0
192,"Open","N",3,12.3,"BromusR",0
192,"Shrub","N",3,10,"BromusR",0
192,"Open","N",3,12.3,"Amsinckia",0
192,"Shrub","N",3,10,"Amsinckia",0
192,"Open","N",3,12.3,"Brassica",0
192,"Shrub","N",3,10,"Brassica",0
192,"Open","N",3,12.3,"BromusH",0
192,"Shrub","N",3,10,"BromusH",0
192,"Open","N",3,12.3,"Erodium",24
192,"Shrub","N",3,10,"Erodium",0
192,"Open","N",3,12.3,"Hordeum",0
192,"Shrub","N",3,10,"Hordeum",0
192,"Open","N",3,12.3,"Marrubium",0
192,"Shrub","N",3,10,"Marrubium",0
192,"Open","N",3,12.3,"Schismus",0
192,"Shrub","N",3,10,"Schismus",0
195,"Open","N",0,10.2,"BromusR",0
195,"Shrub","N",0,5,"BromusR",0
195,"Open","N",0,10.2,"Amsinckia",0
195,"Shrub","N",0,5,"Amsinckia",0
195,"Open","N",0,10.2,"Brassica",0
195,"Shrub","N",0,5,"Brassica",0
195,"Open","N",0,10.2,"BromusH",0
195,"Shrub","N",0,5,"BromusH",0
195,"Open","N",0,10.2,"Erodium",19
195,"Shrub","N",0,5,"Erodium",0
195,"Open","N",0,10.2,"Hordeum",0
195,"Shrub","N",0,5,"Hordeum",0
195,"Open","N",0,10.2,"Marrubium",0
195,"Shrub","N",0,5,"Marrubium",0
195,"Open","N",0,10.2,"Schismus",0
195,"Shrub","N",0,5,"Schismus",0
203,"Open","N",5,9.6,"BromusR",89
203,"Shrub","N",5,9.2,"BromusR",115
203,"Open","N",5,9.6,"Amsinckia",0
203,"Shrub","N",5,9.2,"Amsinckia",0
203,"Open","N",5,9.6,"Brassica",0
203,"Shrub","N",5,9.2,"Brassica",0
203,"Open","N",5,9.6,"BromusH",0
203,"Shrub","N",5,9.2,"BromusH",0
203,"Open","N",5,9.6,"Erodium",10
203,"Shrub","N",5,9.2,"Erodium",0
203,"Open","N",5,9.6,"Hordeum",0
203,"Shrub","N",5,9.2,"Hordeum",0
203,"Open","N",5,9.6,"Marrubium",0
203,"Shrub","N",5,9.2,"Marrubium",0
203,"Open","N",5,9.6,"Schismus",10
203,"Shrub","N",5,9.2,"Schismus",10
204,"Open","N",5,8.8,"BromusR",59
204,"Shrub","N",5,6.6,"BromusR",108
204,"Open","N",5,8.8,"Amsinckia",0
204,"Shrub","N",5,6.6,"Amsinckia",0
204,"Open","N",5,8.8,"Brassica",0
204,"Shrub","N",5,6.6,"Brassica",0
204,"Open","N",5,8.8,"BromusH",0
204,"Shrub","N",5,6.6,"BromusH",0
204,"Open","N",5,8.8,"Erodium",22
204,"Shrub","N",5,6.6,"Erodium",0
204,"Open","N",5,8.8,"Hordeum",0
204,"Shrub","N",5,6.6,"Hordeum",0
204,"Open","N",5,8.8,"Marrubium",3
204,"Shrub","N",5,6.6,"Marrubium",4
204,"Open","N",5,8.8,"Schismus",0
204,"Shrub","N",5,6.6,"Schismus",0
205,"Open","N",5,7,"BromusR",11
205,"Shrub","N",5,4.3,"BromusR",54
205,"Open","N",5,7,"Amsinckia",0
205,"Shrub","N",5,4.3,"Amsinckia",0
205,"Open","N",5,7,"Brassica",0
205,"Shrub","N",5,4.3,"Brassica",0
205,"Open","N",5,7,"BromusH",0
205,"Shrub","N",5,4.3,"BromusH",0
205,"Open","N",5,7,"Erodium",7
205,"Shrub","N",5,4.3,"Erodium",0
205,"Open","N",5,7,"Hordeum",0
205,"Shrub","N",5,4.3,"Hordeum",0
205,"Open","N",5,7,"Marrubium",0
205,"Shrub","N",5,4.3,"Marrubium",0
205,"Open","N",5,7,"Schismus",74
205,"Shrub","N",5,4.3,"Schismus",0
206,"Open","Y",5,5.8,"BromusR",86
206,"Shrub","Y",5,4.6,"BromusR",62
206,"Open","Y",5,5.8,"Amsinckia",0
206,"Shrub","Y",5,4.6,"Amsinckia",0
206,"Open","Y",5,5.8,"Brassica",0
206,"Shrub","Y",5,4.6,"Brassica",0
206,"Open","Y",5,5.8,"BromusH",0
206,"Shrub","Y",5,4.6,"BromusH",0
206,"Open","Y",5,5.8,"Erodium",19
206,"Shrub","Y",5,4.6,"Erodium",6
206,"Open","Y",5,5.8,"Hordeum",0
206,"Shrub","Y",5,4.6,"Hordeum",0
206,"Open","Y",5,5.8,"Marrubium",0
206,"Shrub","Y",5,4.6,"Marrubium",0
206,"Open","Y",5,5.8,"Schismus",0
206,"Shrub","Y",5,4.6,"Schismus",0
207,"Open","N",3,7.9,"BromusR",46
207,"Shrub","N",3,5.4,"BromusR",114
207,"Open","N",3,7.9,"Amsinckia",0
207,"Shrub","N",3,5.4,"Amsinckia",0
207,"Open","N",3,7.9,"Brassica",0
207,"Shrub","N",3,5.4,"Brassica",0
207,"Open","N",3,7.9,"BromusH",0
207,"Shrub","N",3,5.4,"BromusH",0
207,"Open","N",3,7.9,"Erodium",11
207,"Shrub","N",3,5.4,"Erodium",0
207,"Open","N",3,7.9,"Hordeum",0
207,"Shrub","N",3,5.4,"Hordeum",0
207,"Open","N",3,7.9,"Marrubium",0
207,"Shrub","N",3,5.4,"Marrubium",0
207,"Open","N",3,7.9,"Schismus",14
207,"Shrub","N",3,5.4,"Schismus",0
210,"Open","N",4,7.5,"BromusR",25
210,"Shrub","N",4,12.3,"BromusR",44
210,"Open","N",4,7.5,"Amsinckia",0
210,"Shrub","N",4,12.3,"Amsinckia",0
210,"Open","N",4,7.5,"Brassica",0
210,"Shrub","N",4,12.3,"Brassica",0
210,"Open","N",4,7.5,"BromusH",0
210,"Shrub","N",4,12.3,"BromusH",0
210,"Open","N",4,7.5,"Erodium",24
210,"Shrub","N",4,12.3,"Erodium",4
210,"Open","N",4,7.5,"Hordeum",0
210,"Shrub","N",4,12.3,"Hordeum",0
210,"Open","N",4,7.5,"Marrubium",17
210,"Shrub","N",4,12.3,"Marrubium",0
210,"Open","N",4,7.5,"Schismus",18
210,"Shrub","N",4,12.3,"Schismus",0
216,"Open","N",2,14.2,"BromusR",39
216,"Shrub","N",2,8,"BromusR",76
216,"Open","N",2,14.2,"Amsinckia",0
216,"Shrub","N",2,8,"Amsinckia",0
216,"Open","N",2,14.2,"Brassica",0
216,"Shrub","N",2,8,"Brassica",0
216,"Open","N",2,14.2,"BromusH",6
216,"Shrub","N",2,8,"BromusH",4
216,"Open","N",2,14.2,"Erodium",15
216,"Shrub","N",2,8,"Erodium",9
216,"Open","N",2,14.2,"Hordeum",0
216,"Shrub","N",2,8,"Hordeum",0
216,"Open","N",2,14.2,"Marrubium",15
216,"Shrub","N",2,8,"Marrubium",0
216,"Open","N",2,14.2,"Schismus",0
216,"Shrub","N",2,8,"Schismus",0
219,"Open","N",2,8.8,"BromusR",18
219,"Shrub","N",2,2.4,"BromusR",73
219,"Open","N",2,8.8,"Amsinckia",0
219,"Shrub","N",2,2.4,"Amsinckia",0
219,"Open","N",2,8.8,"Brassica",0
219,"Shrub","N",2,2.4,"Brassica",0
219,"Open","N",2,8.8,"BromusH",0
219,"Shrub","N",2,2.4,"BromusH",1
219,"Open","N",2,8.8,"Erodium",12
219,"Shrub","N",2,2.4,"Erodium",0
219,"Open","N",2,8.8,"Hordeum",0
219,"Shrub","N",2,2.4,"Hordeum",0
219,"Open","N",2,8.8,"Marrubium",0
219,"Shrub","N",2,2.4,"Marrubium",0
219,"Open","N",2,8.8,"Schismus",42
219,"Shrub","N",2,2.4,"Schismus",0
220,"Open","Y",2,8.2,"BromusR",58
220,"Shrub","Y",2,4,"BromusR",68
220,"Open","Y",2,8.2,"Amsinckia",0
220,"Shrub","Y",2,4,"Amsinckia",0
220,"Open","Y",2,8.2,"Brassica",0
220,"Shrub","Y",2,4,"Brassica",0
220,"Open","Y",2,8.2,"BromusH",0
220,"Shrub","Y",2,4,"BromusH",0
220,"Open","Y",2,8.2,"Erodium",36
220,"Shrub","Y",2,4,"Erodium",0
220,"Open","Y",2,8.2,"Hordeum",0
220,"Shrub","Y",2,4,"Hordeum",0
220,"Open","Y",2,8.2,"Marrubium",0
220,"Shrub","Y",2,4,"Marrubium",0
220,"Open","Y",2,8.2,"Schismus",0
220,"Shrub","Y",2,4,"Schismus",0
221,"Open","N",4,11,"BromusR",73
221,"Shrub","N",4,9.8,"BromusR",37
221,"Open","N",4,11,"Amsinckia",0
221,"Shrub","N",4,9.8,"Amsinckia",0
221,"Open","N",4,11,"Brassica",9
221,"Shrub","N",4,9.8,"Brassica",0
221,"Open","N",4,11,"BromusH",0
221,"Shrub","N",4,9.8,"BromusH",2
221,"Open","N",4,11,"Erodium",10
221,"Shrub","N",4,9.8,"Erodium",3
221,"Open","N",4,11,"Hordeum",0
221,"Shrub","N",4,9.8,"Hordeum",0
221,"Open","N",4,11,"Marrubium",0
221,"Shrub","N",4,9.8,"Marrubium",0
221,"Open","N",4,11,"Schismus",0
221,"Shrub","N",4,9.8,"Schismus",0
246,"Open","N",2,11.4,"BromusR",27
246,"Shrub","N",2,12.3,"BromusR",6
246,"Open","N",2,11.4,"Amsinckia",0
246,"Shrub","N",2,12.3,"Amsinckia",3
246,"Open","N",2,11.4,"Brassica",0
246,"Shrub","N",2,12.3,"Brassica",0
246,"Open","N",2,11.4,"BromusH",15
246,"Shrub","N",2,12.3,"BromusH",0
246,"Open","N",2,11.4,"Erodium",23
246,"Shrub","N",2,12.3,"Erodium",7
246,"Open","N",2,11.4,"Hordeum",0
246,"Shrub","N",2,12.3,"Hordeum",0
246,"Open","N",2,11.4,"Marrubium",0
246,"Shrub","N",2,12.3,"Marrubium",3
246,"Open","N",2,11.4,"Schismus",11
246,"Shrub","N",2,12.3,"Schismus",8
249,"Open","N",1,11.5,"BromusR",47
249,"Shrub","N",1,9,"BromusR",29
249,"Open","N",1,11.5,"Amsinckia",0
249,"Shrub","N",1,9,"Amsinckia",0
249,"Open","N",1,11.5,"Brassica",0
249,"Shrub","N",1,9,"Brassica",0
249,"Open","N",1,11.5,"BromusH",5
249,"Shrub","N",1,9,"BromusH",0
249,"Open","N",1,11.5,"Erodium",20
249,"Shrub","N",1,9,"Erodium",17
249,"Open","N",1,11.5,"Hordeum",0
249,"Shrub","N",1,9,"Hordeum",0
249,"Open","N",1,11.5,"Marrubium",0
249,"Shrub","N",1,9,"Marrubium",0
249,"Open","N",1,11.5,"Schismus",0
249,"Shrub","N",1,9,"Schismus",0
252,"Open","N",2,9.7,"BromusR",0
252,"Shrub","N",2,8,"BromusR",48
252,"Open","N",2,9.7,"Amsinckia",0
252,"Shrub","N",2,8,"Amsinckia",0
252,"Open","N",2,9.7,"Brassica",0
252,"Shrub","N",2,8,"Brassica",0
252,"Open","N",2,9.7,"BromusH",0
252,"Shrub","N",2,8,"BromusH",0
252,"Open","N",2,9.7,"Erodium",0
252,"Shrub","N",2,8,"Erodium",7
252,"Open","N",2,9.7,"Hordeum",0
252,"Shrub","N",2,8,"Hordeum",0
252,"Open","N",2,9.7,"Marrubium",0
252,"Shrub","N",2,8,"Marrubium",0
252,"Open","N",2,9.7,"Schismus",94
252,"Shrub","N",2,8,"Schismus",18
253,"Open","N",5,10,"BromusR",0
253,"Shrub","N",5,10,"BromusR",10
253,"Open","N",5,10,"Amsinckia",0
253,"Shrub","N",5,10,"Amsinckia",0
253,"Open","N",5,10,"Brassica",0
253,"Shrub","N",5,10,"Brassica",0
253,"Open","N",5,10,"BromusH",0
253,"Shrub","N",5,10,"BromusH",0
253,"Open","N",5,10,"Erodium",0
253,"Shrub","N",5,10,"Erodium",0
253,"Open","N",5,10,"Hordeum",0
253,"Shrub","N",5,10,"Hordeum",0
253,"Open","N",5,10,"Marrubium",0
253,"Shrub","N",5,10,"Marrubium",0
253,"Open","N",5,10,"Schismus",94
253,"Shrub","N",5,10,"Schismus",50
257,"Open","N",4,11.1,"BromusR",0
257,"Shrub","N",4,7.4,"BromusR",12
257,"Open","N",4,11.1,"Amsinckia",0
257,"Shrub","N",4,7.4,"Amsinckia",0
257,"Open","N",4,11.1,"Brassica",0
257,"Shrub","N",4,7.4,"Brassica",0
257,"Open","N",4,11.1,"BromusH",0
257,"Shrub","N",4,7.4,"BromusH",0
257,"Open","N",4,11.1,"Erodium",13
257,"Shrub","N",4,7.4,"Erodium",0
257,"Open","N",4,11.1,"Hordeum",0
257,"Shrub","N",4,7.4,"Hordeum",0
257,"Open","N",4,11.1,"Marrubium",0
257,"Shrub","N",4,7.4,"Marrubium",0
257,"Open","N",4,11.1,"Schismus",77
257,"Shrub","N",4,7.4,"Schismus",43
259,"Open","N",4,7.7,"BromusR",0
259,"Shrub","N",4,9.4,"BromusR",0
259,"Open","N",4,7.7,"Amsinckia",0
259,"Shrub","N",4,9.4,"Amsinckia",0
259,"Open","N",4,7.7,"Brassica",0
259,"Shrub","N",4,9.4,"Brassica",0
259,"Open","N",4,7.7,"BromusH",0
259,"Shrub","N",4,9.4,"BromusH",0
259,"Open","N",4,7.7,"Erodium",17
259,"Shrub","N",4,9.4,"Erodium",0
259,"Open","N",4,7.7,"Hordeum",0
259,"Shrub","N",4,9.4,"Hordeum",0
259,"Open","N",4,7.7,"Marrubium",0
259,"Shrub","N",4,9.4,"Marrubium",0
259,"Open","N",4,7.7,"Schismus",98
259,"Shrub","N",4,9.4,"Schismus",106
260,"Open","N",5,12,"BromusR",0
260,"Shrub","N",5,6.2,"BromusR",46
260,"Open","N",5,12,"Amsinckia",0
260,"Shrub","N",5,6.2,"Amsinckia",0
260,"Open","N",5,12,"Brassica",0
260,"Shrub","N",5,6.2,"Brassica",0
260,"Open","N",5,12,"BromusH",0
260,"Shrub","N",5,6.2,"BromusH",0
260,"Open","N",5,12,"Erodium",37
260,"Shrub","N",5,6.2,"Erodium",10
260,"Open","N",5,12,"Hordeum",0
260,"Shrub","N",5,6.2,"Hordeum",0
260,"Open","N",5,12,"Marrubium",0
260,"Shrub","N",5,6.2,"Marrubium",0
260,"Open","N",5,12,"Schismus",37
260,"Shrub","N",5,6.2,"Schismus",0
263,"Open","N",1,10.9,"BromusR",12
263,"Shrub","N",1,7.6,"BromusR",81
263,"Open","N",1,10.9,"Amsinckia",0
263,"Shrub","N",1,7.6,"Amsinckia",0
263,"Open","N",1,10.9,"Brassica",0
263,"Shrub","N",1,7.6,"Brassica",0
263,"Open","N",1,10.9,"BromusH",0
263,"Shrub","N",1,7.6,"BromusH",3
263,"Open","N",1,10.9,"Erodium",20
263,"Shrub","N",1,7.6,"Erodium",0
263,"Open","N",1,10.9,"Hordeum",0
263,"Shrub","N",1,7.6,"Hordeum",0
263,"Open","N",1,10.9,"Marrubium",0
263,"Shrub","N",1,7.6,"Marrubium",0
263,"Open","N",1,10.9,"Schismus",67
263,"Shrub","N",1,7.6,"Schismus",0
268,"Open","N",2,10.6,"BromusR",0
268,"Shrub","N",2,4.2,"BromusR",68
268,"Open","N",2,10.6,"Amsinckia",0
268,"Shrub","N",2,4.2,"Amsinckia",0
268,"Open","N",2,10.6,"Brassica",0
268,"Shrub","N",2,4.2,"Brassica",0
268,"Open","N",2,10.6,"BromusH",0
268,"Shrub","N",2,4.2,"BromusH",0
268,"Open","N",2,10.6,"Erodium",22
268,"Shrub","N",2,4.2,"Erodium",0
268,"Open","N",2,10.6,"Hordeum",0
268,"Shrub","N",2,4.2,"Hordeum",0
268,"Open","N",2,10.6,"Marrubium",0
268,"Shrub","N",2,4.2,"Marrubium",0
268,"Open","N",2,10.6,"Schismus",88
268,"Shrub","N",2,4.2,"Schismus",26
270,"Open","Y",1,11.1,"BromusR",32
270,"Shrub","Y",1,6.2,"BromusR",74
270,"Open","Y",1,11.1,"Amsinckia",0
270,"Shrub","Y",1,6.2,"Amsinckia",0
270,"Open","Y",1,11.1,"Brassica",0
270,"Shrub","Y",1,6.2,"Brassica",0
270,"Open","Y",1,11.1,"BromusH",0
270,"Shrub","Y",1,6.2,"BromusH",0
270,"Open","Y",1,11.1,"Erodium",32
270,"Shrub","Y",1,6.2,"Erodium",0
270,"Open","Y",1,11.1,"Hordeum",0
270,"Shrub","Y",1,6.2,"Hordeum",0
270,"Open","Y",1,11.1,"Marrubium",0
270,"Shrub","Y",1,6.2,"Marrubium",2
270,"Open","Y",1,11.1,"Schismus",42
270,"Shrub","Y",1,6.2,"Schismus",12
274,"Open","N",3,11.8,"BromusR",92
274,"Shrub","N",3,8.8,"BromusR",12
274,"Open","N",3,11.8,"Amsinckia",0
274,"Shrub","N",3,8.8,"Amsinckia",0
274,"Open","N",3,11.8,"Brassica",0
274,"Shrub","N",3,8.8,"Brassica",0
274,"Open","N",3,11.8,"BromusH",0
274,"Shrub","N",3,8.8,"BromusH",0
274,"Open","N",3,11.8,"Erodium",0
274,"Shrub","N",3,8.8,"Erodium",0
274,"Open","N",3,11.8,"Hordeum",0
274,"Shrub","N",3,8.8,"Hordeum",0
274,"Open","N",3,11.8,"Marrubium",0
274,"Shrub","N",3,8.8,"Marrubium",2
274,"Open","N",3,11.8,"Schismus",20
274,"Shrub","N",3,8.8,"Schismus",41
275,"Open","N",1,11.8,"BromusR",21
275,"Shrub","N",1,9.2,"BromusR",61
275,"Open","N",1,11.8,"Amsinckia",0
275,"Shrub","N",1,9.2,"Amsinckia",0
275,"Open","N",1,11.8,"Brassica",0
275,"Shrub","N",1,9.2,"Brassica",0
275,"Open","N",1,11.8,"BromusH",0
275,"Shrub","N",1,9.2,"BromusH",0
275,"Open","N",1,11.8,"Erodium",21
275,"Shrub","N",1,9.2,"Erodium",13
275,"Open","N",1,11.8,"Hordeum",0
275,"Shrub","N",1,9.2,"Hordeum",0
275,"Open","N",1,11.8,"Marrubium",0
275,"Shrub","N",1,9.2,"Marrubium",0
275,"Open","N",1,11.8,"Schismus",62
275,"Shrub","N",1,9.2,"Schismus",18
276,"Open","N",5,11,"BromusR",8
276,"Shrub","N",5,8.8,"BromusR",8
276,"Open","N",5,11,"Amsinckia",0
276,"Shrub","N",5,8.8,"Amsinckia",0
276,"Open","N",5,11,"Brassica",0
276,"Shrub","N",5,8.8,"Brassica",0
276,"Open","N",5,11,"BromusH",0
276,"Shrub","N",5,8.8,"BromusH",0
276,"Open","N",5,11,"Erodium",30
